del_den glob_den sigd ep del_f del_sig del_ep v_p10 v_p20 v_p30 v_p40 v_p50 v_mean v_p60 v_p70 v_p80 v_p90 v_max v_sum v_std den_p10 den_p20 den_p30 den_p40 den_p50 den_mean den_p60 den_p70 den_p80 den_p90 den_max den_sum den_std den_numloc den_volloc dist_p10 dist_p20 dist_p30 dist_p40 dist_p50 dist_mean dist_p60 dist_p70 dist_p80 dist_p90 dist_max dist_sum dist_std c_10 c_20 c_30 c_40 c_50 c_60 c_70 c_80 c_90 c_len
0.00000 0.00010 203.12500 0.00860 0.22249 3.12500 0.00010 52.00000 58.00000 64.00000 72.00000 80.00000 122.37991 91.50000 108.00000 128.00000 181.50000 1935.00000 28333.00000 186.24406 0.00000 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 0.00000 0.00000 0.00000 0.09689 1.72963 0.00115 398.00000 1.72878 209.24806 290.17827 343.80149 393.65711 444.82432 468.67508 497.21545 561.44455 644.64686 755.42862 1266.82762 25013218.32482 215.61089 1.00006 0.98987 0.97980 0.97980 0.96984 0.96984 0.96000 0.96000 0.95027 23.55000
0.00000 0.00010 206.25000 0.00870 0.21053 3.12500 0.00010 54.00000 58.00000 64.00000 71.00000 80.00000 122.96491 91.50000 108.00000 128.00000 181.50000 2061.00000 28333.00000 186.77280 0.00000 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 0.00000 0.00000 0.00000 0.09894 1.72963 0.00115 398.00000 1.72878 208.59554 290.17827 343.80149 393.38509 444.74559 467.79831 496.77250 557.84337 639.30377 755.41174 1266.86697 24638936.89724 215.10087 1.00007 0.99029 0.98062 0.98062 0.97105 0.97105 0.96159 0.96159 0.95223 23.70000
0.00000 0.00010 209.37500 0.00880 0.19856 3.12500 0.00010 54.00000 58.70000 64.30000 71.00000 80.00000 122.96491 92.10000 108.00000 125.30000 187.20000 1935.00000 28333.00000 186.77280 0.00000 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 0.00000 0.00000 0.00000 0.09820 1.72940 0.00115 395.00000 1.72878 208.59554 290.80854 344.32562 393.38509 444.74559 467.79831 496.77250 557.84337 639.30377 755.41174 1266.86697 24638936.89724 215.61089 1.00000 0.99078 0.98166 0.98166 0.97262 0.97262 0.96368 0.96368 0.95483 23.85000
0.00000 0.00010 212.50000 0.00890 0.18660 3.12500 0.00020 54.00000 58.70000 64.30000 71.00000 80.00000 122.96491 94.00000 109.00000 125.30000 190.50000 2007.00000 28513.00000 181.99510 0.00000 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 0.00000 0.00000 0.00000 0.09820 1.72940 0.00115 395.00000 1.72889 210.55315 290.80854 344.32562 393.38509 444.74559 467.62924 496.77250 557.84337 639.30377 754.10877 1266.32673 25496081.68143 214.18735 1.00013 0.99155 0.98305 0.98305 0.97462 0.97462 0.96628 0.96628 0.95801 24.15000
0.00001 0.00010 215.62500 0.00910 0.17464 3.12500 0.00010 54.00000 58.00000 64.00000 71.00000 80.00000 125.62821 94.90000 109.00000 133.90000 190.50000 2007.00000 29397.00000 181.99510 0.00000 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 0.00000 0.00000 0.00000 0.09780 1.79131 0.00115 410.00000 1.79079 210.55315 290.32137 343.97718 394.56937 446.01936 472.11580 499.89616 563.96107 650.77569 771.73864 1233.69755 25520691.62515 218.88862 1.00019 0.99164 0.98316 0.98316 0.97477 0.97477 0.96645 0.96645 0.95821 24.15000
0.00000 0.00011 218.75000 0.00920 0.16268 3.12500 0.00010 53.00000 57.00000 63.70000 69.70000 80.00000 136.16738 94.90000 109.00000 133.90000 190.50000 2560.00000 31727.00000 234.92839 0.00000 0.00000 0.00000 0.00000 0.00000 0.00010 0.00000 0.00000 0.00000 0.00000 0.09780 1.93918 0.00122 410.00000 1.93872 210.55315 290.32137 343.97718 394.56937 446.01936 472.11580 499.89616 563.96107 650.77569 771.73864 1233.69755 25520691.62515 218.88862 1.00024 0.99237 0.98458 0.98458 0.97686 0.97686 0.96920 0.96920 0.96162 24.65000
0.00001 0.00012 221.87500 0.00930 0.15072 3.12500 0.00010 53.00000 57.00000 64.00000 69.70000 80.00000 137.95397 94.90000 109.00000 130.80000 193.80000 4507.00000 32971.00000 335.12138 0.00000 0.00000 0.00000 0.00000 0.00000 0.00010 0.00000 0.00000 0.00000 0.00000 0.09433 2.00740 0.00132 415.00000 2.00535 210.01230 290.23432 345.16337 396.47652 449.26257 475.68414 504.59196 571.76887 658.85755 781.38705 1233.69755 27057865.27637 220.65218 1.00031 0.99379 0.98733 0.98733 0.98091 0.98091 0.97455 0.97455 0.96824 25.85000
0.00001 0.00012 225.00000 0.00940 0.13876 3.12500 0.00020 53.00000 57.00000 64.00000 70.00000 79.00000 145.22176 94.90000 109.00000 130.80000 193.80000 5965.00000 34708.00000 412.59858 0.00000 0.00000 0.00000 0.00000 0.00000 0.00011 0.00000 0.00000 0.00000 0.00000 0.09257 2.12318 0.00140 414.00000 2.12062 209.52930 289.72644 345.16337 396.47652 449.26257 475.68414 504.59196 571.76887 658.85755 781.38705 1233.32087 27057865.27637 220.65218 1.00007 0.99407 0.98813 0.98813 0.98224 0.98224 0.97640 0.97640 0.97060 27.30000
0.00001 0.00013 228.12500 0.00960 0.12679 3.12500 0.00010 53.20000 58.00000 64.00000 71.00000 78.00000 158.94515 94.90000 110.40000 140.00000 198.20000 7290.00000 37670.00000 499.34923 0.00000 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 0.00000 0.00000 0.00000 0.09246 2.32169 0.00155 415.00000 2.31913 207.99018 286.96991 342.12179 393.02537 445.18143 468.73624 498.26358 562.66136 649.78470 765.18283 1232.32195 27057865.27637 216.42072 1.00002 0.99366 0.98738 0.98738 0.98117 0.98117 0.97502 0.97502 0.96895 28.50000
0.00001 0.00014 231.25000 0.00970 0.11483 1.56250 0.00010 53.20000 58.00000 64.00000 70.00000 78.00000 164.07025 93.60000 110.40000 140.00000 198.20000 8268.00000 39705.00000 555.45658 0.00000 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 0.00000 0.00000 0.00000 0.09069 2.44214 0.00162 426.00000 2.43952 207.99018 286.96991 342.12179 393.02537 445.18143 468.73624 498.26358 562.66136 649.78470 765.18283 1232.24055 26722260.88202 216.06082 1.00021 0.99544 0.99071 0.99071 0.98602 0.98602 0.98136 0.98136 0.97674 30.55000
