del_den glob_den sigd ep del_f del_sig del_ep v_p10 v_p20 v_p30 v_p40 v_p50 v_mean v_p60 v_p70 v_p80 v_p90 v_max v_sum v_std den_p10 den_p20 den_p30 den_p40 den_p50 den_mean den_p60 den_p70 den_p80 den_p90 den_max den_sum den_std den_numloc den_volloc dist_p10 dist_p20 dist_p30 dist_p40 dist_p50 dist_mean dist_p60 dist_p70 dist_p80 dist_p90 dist_max dist_sum dist_std c_10 c_20 c_30 c_40 c_50 c_60 c_70 c_80 c_90 c_len
-0.00001 0.00113 0.00050 0.00330 1.00000 7.81250 0.00120 54.00000 60.00000 67.00000 77.00000 91.00000 272.73345 115.00000 161.00000 238.80000 411.80000 63651.00000 309308.00000 1951.94604 0.00000 0.00000 0.00000 0.00000 0.00000 0.00093 0.00000 0.00000 0.00000 0.00000 0.48270 18.80587 0.00886 1535.00000 18.61937 219.60429 298.86962 361.25244 416.54556 471.91034 504.58916 533.19351 611.17575 714.31553 847.76953 1241.28279 626755238.52555 233.83187 0.99990 0.99426 0.98866 0.98866 0.98312 0.98312 0.97763 0.97763 0.97218 28.25000
-0.00000 0.00112 7.81300 0.00450 0.96600 7.81250 0.00050 54.00000 60.70000 68.00000 79.00000 93.00000 275.49290 117.00000 162.40000 239.00000 411.80000 63704.00000 310205.00000 1959.82841 0.00000 0.00000 0.00000 0.00000 0.00000 0.00093 0.00000 0.00000 0.00000 0.00000 0.53027 18.88308 0.00894 1541.00000 18.68315 219.60429 298.86962 361.25244 416.54556 471.91034 504.58916 533.19351 611.17575 714.31553 849.72655 1243.36267 638915556.45851 234.96644 0.99994 0.99440 0.98890 0.98890 0.98345 0.98345 0.97804 0.97804 0.97268 28.15000
0.00000 0.00112 15.62550 0.00500 0.93200 7.81250 0.00030 54.00000 60.70000 68.00000 79.00000 94.00000 275.49290 118.00000 166.00000 244.50000 410.80000 63651.00000 309808.00000 1959.82841 0.00000 0.00000 0.00000 0.00000 0.00000 0.00093 0.00000 0.00000 0.00000 0.00000 0.53647 18.88308 0.00897 1541.00000 18.68315 219.49721 298.26651 360.63937 415.50067 471.31002 504.58916 532.97591 611.17575 714.31553 849.72655 1243.48674 638915556.45851 234.96644 0.99997 0.99435 0.98878 0.98878 0.98326 0.98326 0.97779 0.97779 0.97235 27.95000
-0.00001 0.00112 23.43800 0.00530 0.89800 7.81250 0.00030 54.00000 59.00000 68.00000 79.00000 93.00000 275.49290 118.00000 166.00000 241.30000 410.80000 63588.00000 309808.00000 1959.82841 0.00000 0.00000 0.00000 0.00000 0.00000 0.00093 0.00000 0.00000 0.00000 0.00000 0.53806 18.88308 0.00900 1541.00000 18.68315 219.49721 298.26651 360.63937 415.50067 471.31002 505.08877 532.97591 611.75442 715.68124 852.18688 1243.48674 638915556.45851 235.05150 0.99997 0.99434 0.98876 0.98876 0.98322 0.98322 0.97773 0.97773 0.97229 27.85000
0.00000 0.00111 31.25050 0.00560 0.86400 7.81250 0.00030 54.00000 59.00000 68.00000 78.00000 93.00000 273.19929 118.00000 166.00000 241.30000 407.20000 63473.00000 307824.00000 1948.57097 0.00000 0.00000 0.00000 0.00000 0.00000 0.00092 0.00000 0.00000 0.00000 0.00000 0.53806 18.80269 0.00900 1555.00000 18.60668 219.34185 298.26651 360.63937 415.50067 471.31002 505.08877 532.97591 611.75442 715.68124 852.18688 1239.19964 640552524.80196 235.05150 0.99999 0.99430 0.98866 0.98866 0.98307 0.98307 0.97753 0.97753 0.97203 27.90000
-0.00000 0.00111 39.06300 0.00590 0.83000 7.81250 0.00030 54.00000 59.00000 66.00000 76.00000 92.50000 272.73848 118.00000 159.10000 234.90000 420.60000 63473.00000 307824.00000 1948.50020 0.00000 0.00000 0.00000 0.00000 0.00000 0.00092 0.00000 0.00000 0.00000 0.00000 0.53806 18.80269 0.00901 1555.00000 18.60668 220.16597 299.04539 361.41540 416.43652 472.18893 505.68799 533.42778 612.09746 715.68124 852.19924 1239.19964 640552524.80196 235.05150 0.99995 0.99423 0.98855 0.98855 0.98293 0.98293 0.97735 0.97735 0.97182 27.85000
-0.00000 0.00111 46.87550 0.00620 0.79600 7.81250 0.00010 54.00000 59.00000 66.00000 76.00000 92.50000 272.73848 118.00000 159.10000 234.90000 426.20000 63406.00000 307649.00000 1948.50020 0.00000 0.00000 0.00000 0.00000 0.00000 0.00092 0.00000 0.00000 0.00000 0.00000 0.53778 18.80269 0.00904 1555.00000 18.60668 219.34185 297.69118 360.18079 415.33124 471.22252 505.06205 533.24569 612.62143 716.56877 851.07215 1243.79953 640552524.80196 235.46444 0.99996 0.99416 0.98840 0.98840 0.98270 0.98270 0.97704 0.97704 0.97144 27.80000
-0.00000 0.00110 54.68800 0.00630 0.76200 7.81250 0.00020 54.00000 60.00000 69.00000 78.00000 93.50000 279.73723 121.00000 168.00000 250.60000 426.20000 63376.00000 306592.00000 1975.48818 0.00000 0.00000 0.00000 0.00000 0.00000 0.00092 0.00000 0.00000 0.00000 0.00000 0.53766 18.76229 0.00904 1535.00000 18.55798 219.22283 297.55925 360.18079 415.33124 471.22252 505.06205 533.24569 612.62143 716.56877 851.07215 1243.79953 604987681.14119 235.46444 0.99996 0.99423 0.98854 0.98854 0.98290 0.98290 0.97731 0.97731 0.97177 27.70000
0.00000 0.00110 62.50050 0.00650 0.72800 7.81250 0.00010 54.00000 60.00000 69.00000 79.00000 95.00000 279.73723 121.00000 169.00000 250.60000 425.70000 63351.00000 306237.00000 1975.48818 0.00000 0.00000 0.00000 0.00000 0.00000 0.00092 0.00000 0.00000 0.00000 0.00000 0.53766 18.74681 0.00904 1535.00000 18.54745 219.22283 297.55925 360.05587 414.90566 470.57752 504.10599 532.03132 611.08709 714.31384 848.83196 1243.68252 604860689.55128 234.69808 1.00000 0.99416 0.98837 0.98837 0.98263 0.98263 0.97694 0.97694 0.97130 27.70000
-0.00000 0.00110 70.31300 0.00660 0.69399 7.81250 0.00030 54.00000 60.00000 69.00000 78.00000 95.00000 279.41332 120.00000 168.00000 248.30000 418.60000 63323.00000 306237.00000 1973.03702 0.00000 0.00000 0.00000 0.00000 0.00000 0.00092 0.00000 0.00000 0.00000 0.00000 0.54375 18.74681 0.00905 1540.00000 18.55798 219.22283 297.68617 359.94033 414.90566 470.57752 504.10599 532.03132 611.08709 714.31384 848.83196 1243.59953 604987681.14119 234.69808 0.99997 0.99417 0.98843 0.98843 0.98274 0.98274 0.97710 0.97710 0.97150 27.75000
